"","Entry","Name","Formula","Exact_Mass"
"4703","C20404","1-Deoxypentalenate","C15H22O2","234.162"
"4704","C20913","C20913;","C8H14N2O6","234.0852"
"4705","C03408","N-Acetylgalactosaminate","C8H13NO7","235.0692"
"4706","C03948","N-Glycolyl-D-mannosaminolactone;","C8H13NO7","235.0692"
"4707","C05204","(S)-Tetrahydroprotoberberine;","C17H17N","235.1361"
"4708","C07395","Pamidronate;","C3H11NO7P2","235.0011"
"4709","C07401","Procainamide","C13H21N3O","235.1685"
"4710","C09573","Lophophorine","C13H17NO3","235.1208"
"4711","C11255","Carboxin","C12H13NO2S","235.0667"
"4712","C11468","3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylicacid;","C11H9NO5","235.0481"
"4713","C13681","p-N,N-(Dimethylamino)phenyldiazoniumfluoroborate;","C8H10N3.BF4","235.0904"
"4714","C14169","Stovaine;","C14H21NO2","235.1572"
"4715","C16249","2-Bromomaleylacetate","C6H5BrO5","235.932"
"4716","C18946","Thioquinox","C9H4N2S3","235.9537"
"4717","C19544","1,2,3-Tris(chloromethoxy)propane","C6H11Cl3O3","235.9774"
"4718","C14182","1,3-Benzenedisulfonamide;","C6H8N2O4S2","235.9925"
"4719","C14268","Fenpiclonil;","C11H6Cl2N2","235.9908"
"4720","C02293","Latialuciferin","C15H24O2","236.1776"
"4721","C02700","L-Formylkynurenine;","C11H12N2O4","236.0797"
"4722","C06641","Bis(4'-chlorophenyl)methane;","C13H10Cl2","236.016"
"4723","C06868","Carbamazepine","C15H12N2O","236.095"
"4724","C06953","Didanosine","C10H12N4O3","236.0909"
"4725","C07261","Octamethyltrisiloxane","C8H24O2Si3","236.1084"
"4726","C07375","Procaine","C13H20N2O2","236.1525"
"4727","C07456","Isosorbidedinitrate","C6H8N2O8","236.0281"
"4728","C07764","Methazolamide","C5H8N4O3S2","236.0038"
"4729","C08051","Sulfacetamidesodiumanhydrous","C8H9N2O3S.Na","236.0232"
"4730","C09212","11-Hydroxycanthin-6-one","C14H8N2O2","236.0586"
"4731","C09313","5,6,7-Trimethoxycoumarin","C12H12O5","236.0685"
"4732","C09627","Capsidiol","C15H24O2","236.1776"
"4733","C09678","Helminthosporol","C15H24O2","236.1776"
"4734","C09681","Hernandulcin","C15H24O2","236.1776"
"4735","C09700","Lubimin","C15H24O2","236.1776"
"4736","C09733","Sirenin","C15H24O2","236.1776"
"4737","C09958","Orthosporin","C12H12O5","236.0685"
"4738","C10688","Glycosminine","C15H12N2O","236.095"
"4739","C11075","Carbetamide","C12H16N2O3","236.1161"
"4740","C11723","Hexobarbitone;","C12H16N2O3","236.1161"
"4741","C12457","3-Dimethylallyl-4-hydroxymandelicacid","C13H16O4","236.1049"
"4742","C14094","2-Carboxy-2-hydroxy-8-carboxychromene","C11H8O6","236.0321"
"4743","C14095","2-Hydroxy-3-carboxybenzalpyruvate;","C11H8O6","236.0321"
"4744","C14274","4-Heptyloxybenzoicacid","C14H20O3","236.1412"
"4745","C14611","1-Chloro-2-(chlorophenylmethyl)benzene","C13H10Cl2","236.016"
"4746","C14718","Heptylp-hydroxybenzoate;","C14H20O3","236.1412"
"4747","C14904","alpha-(p-Methoxyphenyl)-3-pyridineacrylonitrile","C15H12N2O","236.095"
"4748","C15121","alpha-(p-Methoxyphenyl)-2-pyridineacrylonitrile","C15H12N2O","236.095"
"4749","C15605","N-Formyl-D-kynurenine","C11H12N2O4","236.0797"
"4750","C16502","Farnesoicacid;","C15H24O2","236.1776"
"4751","C16946","Cyperolone","C15H24O2","236.1776"
"4752","C17218","2-(4'-Methylthio)butylmalicacid;","C9H16O5S","236.0718"
"4753","C17219","3-(4'-Methylthio)butylmalicacid;","C9H16O5S","236.0718"
"4754","C17493","Curdione","C15H24O2","236.1776"
"4755","C17604","KikkanolB","C15H24O2","236.1776"
"4756","C17723","Metabutethamine","C13H20N2O2","236.1525"
"4757","C18249","cis-4,5-Dihydroxy-4,5-dihydropyrene;","C16H12O2","236.0837"
"4758","C18255","trans-4,5-Dihydroxy-4,5-dihydropyrene;","C16H12O2","236.0837"
"4759","C19074","Buturon","C12H13ClN2O","236.0716"
"4760","C19688","2-Imino-3-(7-chloroindol-3-yl)propanoate;","C11H9ClN2O2","236.0353"
"4761","C19717","N,N-Dihydroxy-L-tryptophan","C11H12N2O4","236.0797"
"4762","C20128","Bombykal;","C16H28O","236.214"
"4763","C20463","Purinedeoxyribonucleoside","C10H12N4O3","236.0909"
"4764","C00835","Sepiapterin","C9H11N5O3","237.0862"
"4765","C01133","N-Acetyl-D-glucosaminate","C8H15NO7","237.0849"
"4766","C03146","N-Glycolyl-D-glucosamine","C8H15NO7","237.0849"
"4767","C03521","Glycolyl-D-mannosamine;","C8H15NO7","237.0849"
"4768","C03684","6-Pyruvoyltetrahydropterin;","C9H11N5O3","237.0862"
"4769","C05314","N-Methyl-(R,S)-tetrahydrobenzylisoquinoline;","C17H19N","237.1518"
"4770","C06313","Biopterin;","C9H11N5O3","237.0862"
"4771","C07525","Ketamine","C13H16ClNO","237.092"
"4772","C09445","Gigantine","C13H19NO3","237.1365"
"4773","C09604","(-)-Pellotine;","C13H19NO3","237.1365"
"4774","C10278","O-7-Angelylheliotridine;","C13H19NO3","237.1365"
"4775","C11080","Cartap","C7H15N3O2S2","237.0606"
"4776","C14263","N-Benzylphthalimide;","C15H11NO2","237.079"
"4777","C14903","2,3-Bis(p-hydroxyphenyl)acrylonitrile","C15H11NO2","237.079"
"4778","C16705","Anhalonine;","C13H19NO3","237.1365"
"4779","C18656","Dicrotophos","C8H16NO5P","237.0766"
"4780","C18929","Drazoxolon","C10H8ClN3O2","237.0305"
"4781","C19320","1-Amino-2-methylanthraquinone","C15H11NO2","237.079"
"4782","C19516","Pyrido[3,4-c]psoralen","C14H7NO3","237.0426"
"4783","C20457","6,8-Dimethyl-6,7,8,9-tetradehydroergoline","C16H17N2","237.1392"
"4784","C19114","Chlorfenac","C8H5Cl3O2","237.9355"
"4785","C01187","3-Deoxy-D-manno-octulosonate;","C8H14O8","238.0689"
"4786","C01495","Flavonol","C15H10O3","238.063"
"4787","C02333","Xanthopterin-B2;","C9H10N4O4","238.0702"
"4788","C02921","2'-Hydroxyisoflavone","C15H10O3","238.063"
"4789","C04666","D-erythro-1-(Imidazol-4-yl)glycerol3-phosphate;","C6H11N2O6P","238.0355"
"4790","C06123","Hexadecenal;","C16H30O","238.2297"
"4791","C07268","Nitrofurantoin","C8H6N4O5","238.0338"
"4792","C07501","Felbamate","C11H14N2O4","238.0954"
"4793","C09023","Agroclavine","C16H18N2","238.147"
"4794","C09632","Centarol","C15H26O2","238.1933"
"4795","C09652","Daucol","C15H26O2","238.1933"
"4796","C09653","Debneyol","C15H26O2","238.1933"
"4797","C09722","SeiricardineA","C15H26O2","238.1933"
"4798","C10354","2-Hydroxymethylanthraquinone;","C15H10O3","238.063"
"4799","C10596","Halfordinol","C14H10N2O2","238.0742"
"4800","C11079","Pirimicarb","C11H18N4O2","238.143"
"4801","C11264","7-Hydroxyflavone;","C15H10O3","238.063"
"4802","C14137","6-Hydroxyflavone;","C15H10O3","238.063"
"4803","C14192","2,6-Dichloro-4'-biphenylol;","C12H8Cl2O","237.9952"
"4804","C14193","2,5-Dichloro-4'-biphenylol;","C12H8Cl2O","237.9952"
"4805","C14370","2-Hydroxy-3,5-dichlorobiphenyl;","C12H8Cl2O","237.9952"
"4806","C14371","4-Hydroxy-3,5-dichlorobiphenyl;","C12H8Cl2O","237.9952"
"4807","C14734","2',5'-Dichloro-3-biphenylol;","C12H8Cl2O","237.9952"
"4808","C14736","2',5'-Dichloro-2-biphenylol;","C12H8Cl2O","237.9952"
"4809","C15615","7-Hydroxyisoflavone","C15H10O3","238.063"
"4810","C16773","BisabololoxideA","C15H26O2","238.1933"
"4811","C16774","BisabololoxideB","C15H26O2","238.1933"
"4812","C16842","SQ26180","C6H10N2O6S","238.026"
"4813","C16873","Bombykol","C16H30O","238.2297"
"4814","C16920","Bornylisovalerate;","C15H26O2","238.1933"
"4815","C17105","PlocameneD","C10H13Cl3","238.0083"
"4816","C17108","PlocameneE","C10H13Cl3","238.0083"
"4817","C17110","PlocameneB","C10H13Cl3","238.0083"
"4818","C17427","Kanokonol","C15H26O2","238.1933"
"4819","C18532","Ethychlozate","C11H11ClN2O2","238.0509"
"4820","C18819","Cloxyfonac-sodium","C9H8ClO4.Na","238.0009"
"4821","C19037","Chloromebuform","C13H19ClN2","238.1237"
"4822","C19159","Plutonium","Pu","238.0496"
"4823","C19687","7-Chloro-L-tryptophan","C11H11ClN2O2","238.0509"
"4824","C20199","3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate;","C13H18O4","238.1205"
"4825","C20871","3'-Hydroxyflavone","C15H10O3","238.063"
"4826","C19305","Trichlormethine;","C6H12Cl3N.HCl","238.9802"
"4827","C00268","Dihydrobiopterin;","C9H13N5O3","239.1018"
"4828","C02953","7,8-Dihydrobiopterin;","C9H13N5O3","239.1018"
"4829","C03954","N-Hydroxy-2-acetamidofluorene","C15H13NO2","239.0946"
"4830","C04244","6-Lactoyl-5,6,7,8-tetrahydropterin","C9H13N5O3","239.1018"
"4831","C06860","Bupropion","C13H18ClNO","239.1077"
"4832","C07053","Isoetharine","C13H21NO3","239.1521"
"4833","C07538","Benzphetamine;","C17H21N","239.1674"
"4834","C08477","Dianthalexin;","C14H9NO3","239.0582"
"4835","C10348","Macrophylline","C13H21NO3","239.1521"
"4836","C10583","Crinasiadine","C14H9NO3","239.0582"
"4837","C11095","Clomazone;","C12H14ClNO2","239.0713"
"4838","C11770","R-Salbutamol;","C13H21NO3","239.1521"
"4839","C12454","Anatalline","C15H17N3","239.1422"
"4840","C14481","1-Hydroxy-2-acetamidofluorene;","C15H13NO2","239.0946"
"4841","C14633","7-Hydroxy-2-acetamidofluorene;","C15H13NO2","239.0946"
"4842","C14656","3-Hydroxy-2-acetamidofluorene;","C15H13NO2","239.0946"
"4843","C14678","5-Hydroxy-2-acetamidofluorene;","C15H13NO2","239.0946"
"4844","C16627","Albendazole-2-aminosulfone","C10H13N3O2S","239.0728"
"4845","C18722","Diphenamid","C16H17NO","239.131"
"4846","C18882","Pentanochlor","C13H18ClNO","239.1077"
"4847","C19053","Monalide","C13H18ClNO","239.1077"
"4848","C20263","L-threo-7,8-Dihydrobiopterin","C9H13N5O3","239.1018"
"4849","C20409","6,8-Dimethyl-6,7-didehydroergoline","C16H19N2","239.1548"
"4850","C02466","Trimetaphosphoricacid;","H3P3O9","239.899"
"4851","C14310","Picloram;","C6H3Cl3N2O2","239.926"
"4852","C15226","Thalliumchloride;","TlCl","239.9433"
"4853","C11160","Thiram;","C6H12N2S4","239.9883"
"4854","C00491","L-Cystine;","C6H12N2O4S2","240.0238"
"4855","C00517","Hexadecanal;","C16H32O","240.2453"
"4856","C00884","Homocarnosine;","C10H16N4O3","240.1222"
"4857","C01262","beta-Alanyl-N(pi)-methyl-L-histidine;","C10H16N4O3","240.1222"
"4858","C01420","Cystine;","C6H12N2O4S2","240.0238"
"4859","C01474","Alizarin;","C14H8O4","240.0423"
"4860","C01816","Heptadecane","C17H36","240.2817"
"4861","C03305","Prolyl-2-naphthylamide","C15H16N2O","240.1263"
"4862","C04138","N(alpha)-gamma-L-Glutamylhistamine;","C10H16N4O3","240.1222"
"4863","C05817","(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate;","C11H12O6","240.0634"
"4864","C07807","Pirbuterol","C12H20N2O3","240.1474"
"4865","C07906","Levamisolehydrochloride","C11H12N2S.HCl","240.0488"
"4866","C08445","Dehydrofalcarinone","C17H20O","240.1514"
"4867","C09054","Borrerine","C16H20N2","240.1626"
"4868","C09950","Lapachenole","C16H16O2","240.115"
"4869","C10258","Flavidin;","C15H12O3","240.0786"
"4870","C10312","Danthron;","C14H8O4","240.0423"
"4871","C10314","Chrysophanicacid9-anthrone;","C15H12O3","240.0786"
"4872","C10965","Bentazone","C10H12N2O3S","240.0569"
"4873","C11337","Tetramisolehydrochloride;","C11H12N2S.HCl","240.0488"
"4874","C11485","LY201116;","C15H16N2O","240.1263"
"4875","C11716","Mirasan","C13H21ClN2","240.1393"
"4876","C14221","6-Hydroxyflavanone","C15H12O3","240.0786"
"4877","C14234","Dimethylstilbestrol;","C16H16O2","240.115"
"4878","C14241","4'-Hydroxyflavanone;","C15H12O3","240.0786"
"4879","C14267","Anthrafravicacid;","C14H8O4","240.0423"
"4880","C14290","7-Hydroxyflavanone","C15H12O3","240.0786"
"4881","C14299","Cyanazine","C9H13ClN6","240.089"
"4882","C14302","Dinoseb;","C10H12N2O5","240.0746"
"4883","C14499","1,2-Epoxyhexadecane","C16H32O","240.2453"
"4884","C15131","2,5-Dimethoxystilbene;","C16H16O2","240.115"
"4885","C15204","3'-Hydroxyflavanone","C15H12O3","240.0786"
"4886","C15570","Dihydroflavonol","C15H12O3","240.0786"
"4887","C16196","1,2-Dihydroxynaphthalene-6-sulfonate","C10H8O5S","240.0092"
"4888","C16880","S1319","C10H12N2O3S","240.0569"
"4889","C17021","NavenoneC","C16H16O2","240.115"
"4890","C17676","Cryptomeridiol;","C15H28O2","240.2089"
"4891","C17857","Acetylatractylodinol","C15H12O3","240.0786"
"4892","C18671","Dinoterb","C10H12N2O5","240.0746"
"4893","C18745","Methacrifos","C7H13O5PS","240.0221"
"4894","C19093","Thiazafluron","C6H7F3N4OS","240.0293"
"4895","C19124","Methoxyphenone;","C16H16O2","240.115"
"4896","C19335","11H-Benz[bc]aceanthrylene","C19H12","240.0939"
"4897","C19380","4H-Cyclopenta[def]chrysene","C19H12","240.0939"
"4898","C19896","4'-Hydroxyflavanone","C15H12O3","240.0786"
"4899","C20286","2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine;","C13H12N4O","240.1011"
"4900","C20408","Festuclavine;","C16H20N2","240.1626"
"4901","C18806","Quinclorac","C10H5Cl2NO2","240.9697"
"4902","C00272","Tetrahydrobiopterin;","C9H15N5O3","241.1175"
"4903","C02168","Mefenamicacid","C15H15NO2","241.1103"
"4904","C03141","N-Benzoylanthranilate;","C14H11NO3","241.0739"
"4905","C03592","5-Methyl-2'-deoxycytidine","C10H15N3O4","241.1063"
"4906","C04204","N-(2,3-Dihydroxybenzoyl)-L-serine;","C10H11NO6","241.0586"
"4907","C04291","4-(Dimethylamino)phenylazoxybenzene","C14H15N3O","241.1215"
"4908","C07451","Moxonidine","C9H12ClN5O","241.073"
"4909","C10731","N-Methylflindersine;","C15H15NO2","241.1103"
"4910","C10869","Valeroidine","C13H23NO3","241.1678"
"4911","C11788","17-Methylmorphinan;","C17H23N","241.1831"
"4912","C11841","N-(3-Oxooctanoyl)homoserinelactone;","C12H19NO4","241.1314"
"4913","C12093","1,3-Dihydroxy-N-methylacridone","C14H11NO3","241.0739"
"4914","C13630","7-Ethoxyresorufin;","C14H11NO3","241.0739"
"4915","C13675","Ampalex;","C14H15N3O","241.1215"
"4916","C14902","6-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone","C15H15NO2","241.1103"
"4917","C15268","trans-2-(4-Nitrophenyl)-3-phenyloxirane;","C14H11NO3","241.0739"
"4918","C18542","Prometryn","C10H19N5S","241.1361"
"4919","C18811","Terbutryn","C10H19N5S","241.1361"
"4920","C18924","Benquinox","C13H11N3O2","241.0851"
"4921","C18999","Fosthietan","C6H12NO3PS2","240.9996"
"4922","C20264","L-threo-Tetrahydrobiopterin","C9H15N5O3","241.1175"
"4923","C18242","2,3,5-Trichlorodienelactone","C6HCl3O4","241.894"
"4924","C19120","Dixanthogen;","C6H10O2S4","241.9564"
"4925","C17389","Zinclactate","C6H10O6Zn","241.9769"
"4926","C00214","Thymidine;","C10H14N2O5","242.0903"
"4927","C00823","1-Hexadecanol;","C16H34O","242.261"
"4928","C01727","Lumichrome;","C12H10N4O2","242.0804"
"4929","C03366","5-Phosphonooxy-L-lysine;","C6H15N2O6P","242.0668"
"4930","C03828","2-Deoxystreptaminephospahte","C6H15N2O6P","242.0668"
"4931","C03980","2-Deoxystreptamine4-phosphate","C6H15N2O6P","242.0668"
"4932","C04111","3-(Phosphoacetylamido)-L-alanine","C5H11N2O7P","242.0304"
"4933","C04299","D-myo-Inositol1,2-cyclicphosphate;","C6H11O8P","242.0192"
"4934","C06855","Bretylium","C11H17BrN","242.0544"
"4935","C06916","Clofibrate","C12H15ClO3","242.071"
"4936","C06997","Fenoprofen","C15H14O3","242.0943"
"4937","C07521","Thiopental","C11H18N2O2S","242.1089"
"4938","C08451","Falcarinone;","C17H22O","242.1671"
"4939","C09641","7,4'-Dihydroxyflavan","C15H14O3","242.0943"
"4940","C09876","Lycodine","C16H22N2","242.1783"
"4941","C09897","Selagine","C15H18N2O","242.1419"
"4942","C10257","4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene","C15H14O3","242.0943"
"4943","C10261","Hircinol","C15H14O3","242.0943"
"4944","C10322","Cyperaquinone;","C14H10O4","242.0579"
"4945","C10337","Dunnione","C15H14O3","242.0943"
"4946","C10366","Lapachol","C15H14O3","242.0943"
"4947","C10367","beta-Lapachone","C15H14O3","242.0943"
"4948","C11082","2-N-Undecyltetrahydrothiophene;","C15H30S","242.2068"
"4949","C11232","Diphenylcarbazide","C13H14N4O","242.1168"
"4950","C11425","2-Hydroxy-2H-benzo[h]chromene-2-carboxylate","C14H10O4","242.0579"
"4951","C11426","cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate","C14H10O4","242.0579"
"4952","C13628","4,5-Bisphenol-o-quinone;","C15H14O3","242.0943"
"4953","C14081","CBS113A","C10H10N2OS.HCl","242.0281"
"4954","C14131","Equol","C15H14O3","242.0943"
"4955","C14225","BisphenolB;","C16H18O2","242.1307"
"4956","C14585","4-Chlorochalcone;","C15H11ClO","242.0498"
"4957","C14898","4,4a,5,6,7,8-Hexahydro-6-(p-hydroxyphenyl)-2(3H)-naphthalenone","C16H18O2","242.1307"
"4958","C15069","4,4'-(Butane-1,1-diyl)diphenol;","C16H18O2","242.1307"
"4959","C15278","4,4'-(2-Methylpropylidene)bisphenol;","C16H18O2","242.1307"
"4960","C15650","2,3-Diketo-5-methylthiopentyl-1-phosphate;","C6H11O6PS","242.0014"
"4961","C15651","2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate;","C6H11O6PS","242.0014"
"4962","C16209","3-(2-Carboxyvinyl)naphthalene-2-carboxylicacid","C14H10O4","242.0579"
"4963","C16210","4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoicacid","C14H10O4","242.0579"
"4964","C16537","Pentadecanoicacid;","C15H30O2","242.2246"
"4965","C16665","12-Methyltetradecanoicacid","C15H30O2","242.2246"
"4966","C16743","Phosphoallohydroxy-L-lysine","C6H15N2O6P","242.0668"
"4967","C16848","6-Deoxy-5-ketofructose1-phosphate;","C6H11O8P","242.0192"
"4968","C17716","Dehydrofalcarinol","C17H22O","242.1671"
"4969","C18687","Ethoprophos","C8H19O2PS2","242.0564"
"4970","C19259","5-Methylchrysene","C19H14","242.1096"
"4971","C19346","Benzoylperoxide","C14H10O4","242.0579"
"4972","C19431","HCYellowNo.4;","C10H14N2O5","242.0903"
"4973","C19447","1-Methylchrysene","C19H14","242.1096"
"4974","C19448","2-Methylchrysene","C19H14","242.1096"
"4975","C19449","3-Methylchrysene","C19H14","242.1096"
"4976","C19450","4-Methylchrysene","C19H14","242.1096"
"4977","C19451","6-Methylchrysene","C19H14","242.1096"
"4978","C20154","3-Methoxy-4',5-dihydroxy-trans-stilbene","C15H14O3","242.0943"
"4979","C20822","C20822;","C10H14N2O3S","242.0725"
"4980","C18775","Benazolin","C9H6ClNO3S","242.9757"
"4981","C10987","N-(3,5-Dichlorophenyl)succinimide;","C10H7Cl2NO2","242.9854"
"4982","C00475","Cytidine","C9H13N3O5","243.0855"
"4983","C01893","Biotinamide","C10H17N3O2S","243.1041"
"4984","C02961","Cytosinearabinoside;","C9H13N3O5","243.0855"
"4985","C05711","gamma-Glutamyl-beta-cyanoalanine","C9H13N3O5","243.0855"
"4986","C07575","Phencyclidine","C17H25N","243.1987"
"4987","C10705","Lemobiline","C15H17NO2","243.1259"
"4988","C10714","Maculine;","C13H9NO4","243.0532"
"4989","C10944","Isobutylphendienamide","C16H21NO","243.1623"
"4990","C15045","4-Chloro-[2-(4-Pyridinyl)-1-butenyl]phenol;","C15H14ClN","243.0815"
"4991","C18397","Cyanophos","C9H10NO3PS","243.0119"
"4992","C18983","Ethoate-methyl","C6H14NO3PS2","243.0153"
"4993","C19103","Ipazine","C10H18ClN5","243.1251"
"4994","C20643","2-Heptyl-4(1H)-quinolone;","C16H21NO","243.1623"
"4995","C18933","Chloranil;","C6Cl4O2","243.8652"
"4996","C12833","2,3,5-Trichloro-cis,cis-muconate","C6H3Cl3O4","243.9097"
"4997","C18945","Thicyofen","C8H5ClN2OS2","243.9532"
"4998","C00120","Biotin;","C10H16N2O3S","244.0882"
"4999","C00299","Uridine","C9H12N2O6","244.0695"
"5000","C01099","L-Fuculose1-phosphate","C6H13O8P","244.0348"
"5001","C01131","L-Rhamnulose1-phosphate","C6H13O8P","244.0348"
"5002","C01255","N-(6-Aminohexanoyl)-6-aminohexanoate","C12H24N2O3","244.1787"
"5003","C02067","Pseudouridine","C9H12N2O6","244.0695"
"5004","C02567","N1-Acetylspermine","C12H28N4O","244.2263"
"5005","C02985","L-Fucose1-phosphate;","C6H13O8P","244.0348"
"5006","C05901","Piceatannol;","C14H12O4","244.0736"
"5007","C06369","2-Deoxy-D-glucose6-phosphate","C6H13O8P","244.0348"
"5008","C06657","Guanidinoproclavaminicacid;","C9H16N4O4","244.1172"
"5009","C07449","Metiamide","C9H16N4S2","244.0816"
"5010","C07522","Etomidate;","C14H16N2O2","244.1212"
"5011","C07668","Apraclonidine","C9H10Cl2N4","244.0283"
"5012","C07913","Xylometazoline","C16H24N2","244.1939"
"5013","C08450","Falcarinol;","C17H24O","244.1827"
"5014","C08466","Wyeroneacid","C14H12O4","244.0736"
"5015","C08743","Eriobofuran;","C14H12O4","244.0736"
"5016","C09280","Osthol","C15H16O3","244.1099"
"5017","C09404","Encelin","C15H16O3","244.1099"
"5018","C09778","Fulvoplumierin","C14H12O4","244.0736"
"5019","C09917","Arnebinol","C16H20O2","244.1463"
"5020","C10065","Gentisein;","C13H8O5","244.0372"
"5021","C10082","MesuaxanthoneB;","C13H8O5","244.0372"
"5022","C10094","1,3,5-Trihydroxyxanthone","C13H8O5","244.0372"
"5023","C10247","BatatasinIV;","C15H16O3","244.1099"
"5024","C10273","Oxyresveratrol","C14H12O4","244.0736"
"5025","C10351","Geranylbenzoquinone","C16H20O2","244.1463"
"5026","C10624","Verruculotoxin","C15H20N2O","244.1576"
"5027","C10750","Anagyrine","C15H20N2O","244.1576"
"5028","C10781","Rhombifoline;","C15H20N2O","244.1576"
"5029","C10782","Sophoramine","C15H20N2O","244.1576"
"5030","C10789","Thermospine;","C15H20N2O","244.1576"
"5031","C10790","Tinctorine","C15H20N2O","244.1576"
"5032","C10791","TsukushinamineA","C15H20N2O","244.1576"
"5033","C11262","5-Azacytidine;","C8H12N4O5","244.0808"
"5034","C11332","Leucyl-leucine","C12H24N2O3","244.1787"
"5035","C11747","Penicillenicacid;","C9H12N2O4S","244.0518"
"5036","C11847","Cyclo(L-Phe-L-Pro);","C14H16N2O2","244.1212"
"5037","C12090","Methylstyrylpyron","C14H12O4","244.0736"
"5038","C13626","5-HydroxybisphenolA;","C15H16O3","244.1099"
"5039","C13629","1,2-Bis(4-hydroxyphenyl)-2-propanol","C15H16O3","244.1099"
"5040","C13631","2,2-Bis(4-hydroxyphenyl)-1-propanol","C15H16O3","244.1099"
"5041","C13790","2S-Hydroxytetradecanoicacid;","C14H28O3","244.2038"
"5042","C14283","2,2'-Dihydroxy-4-methoxybenzophenone;","C14H12O4","244.0736"
"5043","C15629","CGP52608","C8H12N4OS2","244.0453"
"5044","C16745","Spongouridine","C9H12N2O6","244.0695"
"5045","C17425","Linderalactone","C15H16O3","244.1099"
"5046","C17447","(3S,9Z)-1,9-Heptadecadiene-4,6-diyn-3-ol;","C17H24O","244.1827"
"5047","C18741","MCPA-thioethyl","C11H13ClO2S","244.0325"
"5048","C19231","3,3'-Dimethoxybenzidine;","C14H16N2O2","244.1212"
